taxonid,taxoncode,taxonname,author,ecolgroup,highertaxonid,status,taxagroupid,publicationid,uncertaintytype,certainty_level_conservative,certainty_level_permissive,taxonname_updated,taxonname_updated_original,MDD_species,MDD_species_id,MDD_normalized_original_combination,MDD_validity,sciName,subclass,infraclass,magnorder,superorder,order,suborder,parvorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet
6611,Tad.sp,Tadarida sp.,"Rafinesque, 1814",CHIR,6977,extant,MAM,1529,NA,NA,NA,Tadarida,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Molossidae,Molossinae,NA,NA,Tadarida,NA,NA
14110,cf.Tad.sp,cf. Tadarida sp.,"Rafinesque, 1814",CHIR,5899,extant,MAM,1529,cf,family,genus,Tadarida,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Molossidae,Molossinae,NA,NA,Tadarida,NA,NA
37571,[Tad.ac],Tadarida acetabulosus,"Hermann, 1804",NA,NA,extant,MAM,1529,NA,NA,NA,Tadarida acetabulosus,,Mormopterus acetabulosus,1005224,Tadarida acetabulosus,synonym,Mormopterus_acetabulosus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Molossidae,Molossinae,NA,NA,Mormopterus,NA,acetabulosus
6609,Tad.br,Tadarida brasiliensis,"(I. Geoffroy, 1824)",CHIR,6977,extant,MAM,1529,NA,NA,NA,Tadarida brasiliensis,,Tadarida brasiliensis,1005262,Tadarida brasiliensis,synonym,Tadarida_brasiliensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Molossidae,Molossinae,NA,NA,Tadarida,NA,brasiliensis
7398,cf.Tad.br,cf. Tadarida brasiliensis,"(I. Geoffroy, 1824)",CHIR,5899,extant,MAM,1529,cf,genus,species,Tadarida brasiliensis,,Tadarida brasiliensis,1005262,Tadarida brasiliensis,synonym,Tadarida_brasiliensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Molossidae,Molossinae,NA,NA,Tadarida,NA,brasiliensis
37574,Tah,Taphozous,"E. Geoffroy, 1818",CHIR,37573,extant,MAM,1529,NA,NA,NA,Taphozous,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Emballonuroidea,Emballonuridae,Taphozoinae,NA,NA,Taphozous,NA,NA
37575,Tah.ma,Taphozous mauritianus,"E. Geoffroy, 1818",CHIR,37574,extant,MAM,1529,NA,NA,NA,Taphozous mauritianus,,Taphozous mauritianus,1004825,Taphozous mauritianus,species,Taphozous_mauritianus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Emballonuroidea,Emballonuridae,Taphozoinae,NA,NA,Taphozous,NA,mauritianus
42162,[Ton.ev],Tonatia evotis,"David & Carter, 1978",NA,NA,extant,MAM,1529,NA,NA,NA,Tonatia evotis,,Lophostoma evote,1004974,Tonatia evotis,species,Lophostoma_evote,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Noctilionoidea,Phyllostomidae,Phyllostominae,Phyllostomini,NA,Lophostoma,NA,evote
6691,Vesdae,Vespertilionidae,"Gray, 1821",CHIR,5899,extant,MAM,1529,NA,NA,NA,Vespertilionidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,NA,Vespertilionoidea,Vespertilionidae,NA,NA,NA,NA,NA,NA
41638,Cab,Cabassous,"McMurtrie, 1831",CING,6807,extant,MAM,1513,NA,NA,NA,Cabassous,,NA,NA,NA,NA,NA,Theria,Placentalia,Atlantogenata,Xenarthra,Cingulata,NA,NA,Dasypodoidea,Chlamyphoridae,Tolypeutinae,NA,NA,Cabassous,NA,NA
41639,Cab.ce,Cabassous centralis,"(Miller, 1899)",CING,41638,extant,MAM,1513,NA,NA,NA,Cabassous centralis,,Cabassous centralis,1000414,Cabassous centralis,synonym,Cabassous_centralis,Theria,Placentalia,Atlantogenata,Xenarthra,Cingulata,NA,NA,Dasypodoidea,Chlamyphoridae,Tolypeutinae,NA,NA,Cabassous,NA,centralis
6904,Cglata,Cingulata,NA,CING,6780,extant,MAM,1513,NA,NA,NA,Cingulata,,NA,NA,NA,NA,NA,Theria,Placentalia,Atlantogenata,Xenarthra,Cingulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6807,Dasdae,Dasypodidae,"Gray, 1821",CING,6904,extant,MAM,1513,NA,NA,NA,Dasypodidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Atlantogenata,Xenarthra,Cingulata,NA,NA,Dasypodoidea,Dasypodidae,NA,NA,NA,NA,NA,NA
6806,Das,Dasypus,NA,CING,6807,extant,MAM,1513,NA,NA,NA,Dasypus,,NA,NA,NA,NA,NA,Theria,Placentalia,Atlantogenata,Xenarthra,Cingulata,NA,NA,Dasypodoidea,Dasypodidae,Dasypodinae,NA,NA,Dasypus,NA,NA
5968,Das.sp,Dasypus sp.,NA,CING,6806,extant,MAM,1513,NA,NA,NA,Dasypus,,NA,NA,NA,NA,NA,Theria,Placentalia,Atlantogenata,Xenarthra,Cingulata,NA,NA,Dasypodoidea,Dasypodidae,Dasypodinae,NA,NA,Dasypus,NA,NA
5967,Das.no,Dasypus novemcinctus,NA,CING,6806,extant,MAM,1513,NA,NA,NA,Dasypus novemcinctus,,Dasypus novemcinctus,1000424,Dasypus novemcinctus,species,Dasypus_novemcinctus,Theria,Placentalia,Atlantogenata,Xenarthra,Cingulata,NA,NA,Dasypodoidea,Dasypodidae,Dasypodinae,NA,NA,Dasypus,Dasypus,novemcinctus
41659,Cau,Caluromys,"J. A. Allen, 1900",DIDE,5978,extant,MAM,1514,NA,NA,NA,Caluromys,,NA,NA,NA,NA,NA,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Caluromyinae,NA,NA,Caluromys,NA,NA
41661,Cau.de,Caluromys derbianus,"(Waterhouse, 1841)",DIDE,41659,extant,MAM,1514,NA,NA,NA,Caluromys derbianus,,Caluromys derbianus,1000013,Caluromys derbianus,synonym,Caluromys_derbianus,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Caluromyinae,NA,NA,Caluromys,Mallodelphys,derbianus
5978,Diddae,Didelphidae,NA,DIDE,6712,extant,MAM,1514,NA,NA,NA,Didelphidae,,NA,NA,NA,NA,NA,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,NA,NA,NA,NA,NA,NA
6712,Didhia,Didelphimorphia,NA,DIDE,6167,extant,MAM,1514,NA,NA,NA,Didelphimorphia,,NA,NA,NA,NA,NA,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6713,Did,Didelphis,NA,DIDE,5978,extant,MAM,1514,NA,NA,NA,Didelphis,,NA,NA,NA,NA,NA,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Didelphini,NA,Didelphis,NA,NA
5979,Did.sp,Didelphis sp.,NA,DIDE,6713,extinct,MAM,1514,NA,NA,NA,Didelphis,,NA,NA,NA,NA,NA,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Didelphini,NA,Didelphis,NA,NA
5980,Did.ma,Didelphis marsupialis,NA,DIDE,6713,extant,MAM,1514,NA,NA,NA,Didelphis marsupialis,,Didelphis marsupialis,1000021,Didelphis marsupialis,species,Didelphis_marsupialis,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Didelphini,NA,Didelphis,NA,marsupialis
5981,Did.vi,Didelphis virginiana,NA,DIDE,6713,extant,MAM,1514,NA,NA,NA,Didelphis virginiana,,Didelphis virginiana,1000023,Didelphis virginiana,species,Didelphis_virginiana,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Didelphini,NA,Didelphis,NA,virginiana
7154,cf.Did.vi,cf. Didelphis virginiana,NA,DIDE,6167,extant,MAM,1514,cf,genus,species,Didelphis virginiana,,Didelphis virginiana,1000023,Didelphis virginiana,species,Didelphis_virginiana,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Didelphini,NA,Didelphis,NA,virginiana
67411,Let.ha,Lestodelphys halli,"Thomas, 1921",MAMM,6171,extant,MAM,1533,NA,NA,NA,Lestodelphys halli,,Lestodelphys halli,1000105,Lestodelphys halli,synonym,Lestodelphys_halli,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Thylamyini,NA,Lestodelphys,NA,halli
41961,Mam,Marmosa,"Gray, 1821",DIDE,5978,extant,MAM,1514,NA,NA,NA,Marmosa,,NA,NA,NA,NA,NA,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Marmosini,NA,Marmosa,NA,NA
41962,Mam.sp,Marmosa sp.,"Gray, 1821",DIDE,41961,extant,MAM,1514,NA,NA,NA,Marmosa,,NA,NA,NA,NA,NA,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Marmosini,NA,Marmosa,NA,NA
42148,[Mam.ca],Marmosa canescens,"Osgood, 1913",NA,NA,extant,MAM,1514,NA,NA,NA,Marmosa canescens,,Tlacuatzin canescens,1000087,Marmosa canescens,synonym,Tlacuatzin_canescens,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Marmosini,NA,Tlacuatzin,NA,canescens
41963,Mam.me,Marmosa mexicana,"Merriam, 1897",DIDE,41961,extant,MAM,1514,NA,NA,NA,Marmosa mexicana,,Marmosa mexicana,1000046,Marmosa mexicana,synonym,Marmosa_mexicana,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Marmosini,NA,Marmosa,Exulomarmosa,mexicana
41763,Pha,Philander,"Brisson, 1762",DIDE,5978,extant,MAM,1514,NA,NA,NA,Philander,,NA,NA,NA,NA,NA,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Didelphini,NA,Philander,NA,NA
41764,Pha.op,Philander opossum,"(Linnaeus, 1758)",DIDE,41763,extant,MAM,1514,NA,NA,NA,Philander opossum,,Philander opossum,1000032,Philander opossum,synonym,Philander_opossum,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Didelphini,NA,Philander,NA,opossum
41964,Tla,Tlacuatzin,"Voss & Jansa, 2003",DIDE,5978,extant,MAM,1514,NA,NA,NA,Tlacuatzin,,NA,NA,NA,NA,NA,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Marmosini,NA,Tlacuatzin,NA,NA
49271,Tla.ca,Tlacuatzin canescens,"Tate, 1931",DIDE,41964,extant,MAM,18664,NA,NA,NA,Tlacuatzin canescens,,Tlacuatzin canescens,1000087,Tlacuatzin canescens,synonym,Tlacuatzin_canescens,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Marmosini,NA,Tlacuatzin,NA,canescens
42147,Tla.ga,Tlacuatzin gaumeri,"(Osgood, 1913)",DIDE,41964,extant,MAM,1514,NA,NA,NA,Tlacuatzin gaumeri,,Tlacuatzin gaumeri,1000088,Tlacuatzin gaumeri,synonym,Tlacuatzin_gaumeri,Theria,Marsupialia,NA,incertae sedis,Didelphimorphia,NA,NA,NA,Didelphidae,Didelphinae,Marmosini,NA,Tlacuatzin,NA,gaumeri
13779,?Bla.sp,?Blarina sp.,"Gray, 1838",SORI,6549,extant,MAM,1522,?,family,genus,Blarina,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,NA
6775,Bla,Blarina,"Gray, 1838",SORI,6549,extant,MAM,1522,NA,NA,NA,Blarina,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,NA
5879,Bla.sp,Blarina sp.,"Gray, 1838",SORI,6775,extant,MAM,1522,NA,NA,NA,Blarina,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,NA
14164,cf.Bla,cf. Blarina,"Gray, 1838",SORI,6549,extant,MAM,1522,cf,family,genus,Blarina,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,NA
7116,cf.Bla.br,cf. Blarina brevicauda,"(Say, 1823)",ARTI,6829,extant,MAM,1522,cf,genus,species,Blarina brevicauda,,Blarina brevicauda,1004120,Blarina brevicauda,synonym,Blarina_brevicauda,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,brevicauda
5875,Bla.br,Blarina brevicauda,"(Say, 1823)",SORI,6775,extant,MAM,1522,NA,NA,NA,Blarina brevicauda,,Blarina brevicauda,1004120,Blarina brevicauda,synonym,Blarina_brevicauda,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,brevicauda
7712,Bla.cf.br,Blarina cf. B. brevicauda,"(Say, 1823)",SORI,6775,extant,MAM,1522,cf,genus,species,Blarina brevicauda,,Blarina brevicauda,1004120,Blarina brevicauda,synonym,Blarina_brevicauda,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,brevicauda
6704,Bla.br.ki,Blarina brevicauda kirtlandi,"Bole & Moulthrop, 1942",SORI,5875,extant,MAM,1522,NA,NA,NA,Blarina brevicauda kirtlandi,,Blarina brevicauda,1004120,Blarina brevicauda kirtlandi,synonym,Blarina_brevicauda,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,brevicauda
6705,Bla.br.te,Blarina brevicauda telmalestes,"Merriam, 1895",SORI,5875,extant,MAM,1522,NA,NA,NA,Blarina brevicauda telmalestes,,Blarina brevicauda,1004120,Blarina brevicauda telmalestes,synonym,Blarina_brevicauda,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,brevicauda
7117,cf.Bla.ca,cf. Blarina carolinensis,"(Bachman, 1837)",ARTI,6829,extant,MAM,1522,cf,genus,species,Blarina carolinensis,,Blarina carolinensis,1004121,Blarina carolinensis,synonym,Blarina_carolinensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,carolinensis
13778,Bla.af.ca,Blarina aff. B. carolinensis,"(Bachman, 1837)",SORI,6775,extant,MAM,1522,aff,genus,species,Blarina carolinensis,,Blarina carolinensis,1004121,Blarina carolinensis,synonym,Blarina_carolinensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,carolinensis
5876,Bla.ca,Blarina carolinensis,"(Bachman, 1837)",SORI,6775,extant,MAM,1522,NA,NA,NA,Blarina carolinensis,,Blarina carolinensis,1004121,Blarina carolinensis,synonym,Blarina_carolinensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,carolinensis
15414,[Bla.fo],Blarina fossilis,"Hibbard, 1943",NA,NA,extant,MAM,2575,NA,NA,NA,Blarina fossilis,,Blarina brevicauda,1004120,Blarina fossilis,synonym,Blarina_brevicauda,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,brevicauda
5877,Bla.hy,Blarina hylophaga,"Elliot, 1899",SORI,6775,extant,MAM,1522,NA,NA,NA,Blarina hylophaga,,Blarina hylophaga,1004122,Blarina hylophaga,synonym,Blarina_hylophaga,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,hylophaga
5880,[Bla.te],Blarina telmalestes,NA,NA,NA,extant,MAM,1522,NA,NA,NA,Blarina telmalestes,,Blarina brevicauda,1004120,Blarina telmalestes,synonym,Blarina_brevicauda,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Blarina,NA,brevicauda
14193,?Cnd.sp,?Condylura sp.,"Illiger, 1811",SORI,6612,extant,MAM,1522,?,family,genus,Condylura,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Condylurini,NA,Condylura,NA,NA
6798,Cnd,Condylura,"Illiger, 1811",SORI,6612,extant,MAM,1522,NA,NA,NA,Condylura,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Condylurini,NA,Condylura,NA,NA
5948,Cnd.sp,Condylura sp.,"Illiger, 1811",SORI,6798,extant,MAM,1522,NA,NA,NA,Condylura,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Condylurini,NA,Condylura,NA,NA
5947,Cnd.cr,Condylura cristata,"(Linnaeus, 1758)",SORI,6798,extant,MAM,1522,NA,NA,NA,Condylura cristata,,Condylura cristata,1004300,Condylura cristata,synonym,Condylura_cristata,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Condylurini,NA,Condylura,NA,cristata
6801,Crp,Cryptotis,"Pomel, 1848",SORI,6549,extant,MAM,1522,NA,NA,NA,Cryptotis,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Cryptotis,NA,NA
5955,Crp.sp,Cryptotis sp.,"Pomel, 1848",SORI,6801,extant,MAM,1522,NA,NA,NA,Cryptotis,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Cryptotis,NA,NA
7145,cf.Crp.sp,cf. Cryptotis sp.,"Pomel, 1848",SORI,6829,extant,MAM,1516,cf,family,genus,Cryptotis,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Cryptotis,NA,NA
41731,Crp.ma,Cryptotis mayensis,"(Merriam, 1901)",SORI,6801,extant,MAM,1522,NA,NA,NA,Cryptotis mayensis,,Cryptotis mayensis,1004148,Cryptotis mayensis,synonym,Cryptotis_mayensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Cryptotis,NA,mayensis
41732,Crp.me,Cryptotis mexicanus,"(Coues, 1877)",SORI,6801,extant,MAM,1522,NA,NA,NA,Cryptotis mexicanus,,Cryptotis mexicanus,1004154,Cryptotis mexicanus,synonym,Cryptotis_mexicanus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Cryptotis,NA,mexicanus
5954,Crp.pa,Cryptotis parva,"(Say, 1823)",SORI,6801,extant,MAM,1522,NA,NA,NA,Cryptotis parva,,Cryptotis parvus,1004165,Cryptotis parva,synonym,Cryptotis_parvus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Cryptotis,NA,parvus
7144,cf.Crp.pa,cf. Cryptotis parva,"(Say, 1823)",SORI,6829,extant,MAM,1541,cf,genus,species,Cryptotis parva,,Cryptotis parvus,1004165,Cryptotis parva,synonym,Cryptotis_parvus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Blarinini,NA,Cryptotis,NA,parvus
6883,Neu,Neurotrichus,NA,SORI,6612,extant,MAM,1522,NA,NA,NA,Neurotrichus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Urotrichini,Urotrichina,Neurotrichus,NA,NA
6308,Neu.sp,Neurotrichus sp.,NA,SORI,6883,extant,MAM,1522,NA,NA,NA,Neurotrichus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Urotrichini,Urotrichina,Neurotrichus,NA,NA
6307,Neu.gi,Neurotrichus gibbsii,NA,SORI,6883,extant,MAM,1522,NA,NA,NA,Neurotrichus gibbsii,,Neurotrichus gibbsii,1004310,Neurotrichus gibbsii,synonym,Neurotrichus_gibbsii,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Urotrichini,Urotrichina,Neurotrichus,NA,gibbsii
6885,Nsx,Notiosorex,"Baird, in Coues, 1877",SORI,6549,extant,MAM,1522,NA,NA,NA,Notiosorex,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Notiosoricini,NA,Notiosorex,NA,NA
6314,Nsx.sp,Notiosorex sp.,"Baird, in Coues, 1877",SORI,6885,extant,MAM,1522,NA,NA,NA,Notiosorex,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Notiosoricini,NA,Notiosorex,NA,NA
7276,cf.Nsx.sp,cf. Notiosorex sp.,"Baird, in Coues, 1877",SORI,6829,extant,MAM,1522,cf,family,genus,Notiosorex,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Notiosoricini,NA,Notiosorex,NA,NA
6312,Nsx.cr,Notiosorex crawfordi,"Baird, in Coues, 1877",SORI,6885,extant,MAM,1522,NA,NA,NA,Notiosorex crawfordi,,Notiosorex crawfordi,1004209,Notiosorex crawfordi,synonym,Notiosorex_crawfordi,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Soricoidea,Soricidae,Soricinae,Notiosoricini,NA,Notiosorex,NA,crawfordi
6908,Prs,Parascalops,NA,SORI,6612,extant,MAM,1522,NA,NA,NA,Parascalops,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Scalopini,Parascalopina,Parascalops,NA,NA
6369,Prs.sp,Parascalops sp.,NA,SORI,6908,extant,MAM,1522,NA,NA,NA,Parascalops,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Scalopini,Parascalopina,Parascalops,NA,NA
6368,Prs.br,Parascalops breweri,NA,SORI,6908,extant,MAM,1522,NA,NA,NA,Parascalops breweri,,Parascalops breweri,1004301,Parascalops breweri,synonym,Parascalops_breweri,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Scalopini,Parascalopina,Parascalops,NA,breweri
7296,cf.Prs.br,cf. Parascalops breweri,NA,SORI,6829,extant,MAM,1529,cf,genus,species,Parascalops breweri,,Parascalops breweri,1004301,Parascalops breweri,synonym,Parascalops_breweri,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Scalopini,Parascalopina,Parascalops,NA,breweri
6958,Scl,Scalopus,"É. Geoffroy Saint-Hilaire, 1803",SORI,6612,extant,MAM,1522,NA,NA,NA,Scalopus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Scalopini,Scalopina,Scalopus,NA,NA
6481,Scl.sp,Scalopus sp.,"É. Geoffroy Saint-Hilaire, 1803",SORI,6958,extant,MAM,1522,NA,NA,NA,Scalopus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Scalopini,Scalopina,Scalopus,NA,NA
6480,Scl.aq,Scalopus aquaticus,"(Linnaeus, 1758)",SORI,6958,extant,MAM,1522,NA,NA,NA,Scalopus aquaticus,,Scalopus aquaticus,1004302,Scalopus aquaticus,synonym,Scalopus_aquaticus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Scalopini,Scalopina,Scalopus,NA,aquaticus
7336,cf.Scl.aq,cf. Scalopus aquaticus,"(Linnaeus, 1758)",SORI,6829,extant,MAM,1530,cf,genus,species,Scalopus aquaticus,,Scalopus aquaticus,1004302,Scalopus aquaticus,synonym,Scalopus_aquaticus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Scalopini,Scalopina,Scalopus,NA,aquaticus
14081,?Scp.sp,?Scapanus sp.,"Pomel, 1848",SORI,6612,extant,MAM,1522,?,family,genus,Scapanus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,Talpoidea,Talpidae,Talpinae,Scalopini,Scalopina,Scapanus,NA,NA
